modified,license,rightsHolder,bibliographicCitation,references,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,informationWithheld,occurrenceID,catalogNumber,occurrenceRemarks,recordedBy,individualCount,sex,lifeStage,preparations,otherCatalogNumbers,samplingProtocol,samplingEffort,eventDate,eventTime,year,month,day,verbatimEventDate,habitat,country,stateProvince,county,municipality,locality,locationRemarks,verbatimCoordinates,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceRemarks,identifiedBy,dateIdentified,scientificName,genus,specificEpithet,scientificNameAuthorship
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 1994b from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:cef4fccb-7396-4df6-a8bf-a82e6eab44c4,,,,,,adult,,,,,1991,,1991,,,,,United States,Minnesota,Lincoln,,Hole-in-the-Mountain Preserve,,,44.2317,-96.3053,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 1994b from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:ffcbcc75-ae03-4339-b91a-048a4fb3ec3f,,,,,,adult,,,,,1992,,1992,,,,,United States,Minnesota,Lincoln,,Hole-in-the-Mountain Preserve,,,44.2317,-96.3053,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 1994b from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:24dbc104-2e11-4fcd-87ec-21342dba2ba5,,,,4,,adult,,,,,6/29/1989,,1989,6,29,6/29/1989,,United States,Minnesota,Murray,,Lundblad Prairie,,,43.9309,-95.72,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 1994b from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:69b9bee1-2f0b-4de6-8964-0f2a6470f037,,,,3,,adult,,,,,1988,,1988,,,,,United States,Minnesota,Polk,,Pembina Trail Preserve,,,47.6891,-96.3494,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 1994b from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:b2d3802d-a171-485e-ac1e-e1cb5a4a8b9a,,,,235,,adult,,,,,1994,,1994,,,,,United States,Minnesota,Pipestone,,Coteau Prairie WPA,,,44.1211,-96.1498,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 1994b from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:a6d8373d-87e4-4900-a3cc-60f49966c20b,,,,2,,adult,,,,,7/10/1992,,1992,7,10,7/10/1992,,United States,Minnesota,Norman,,Twin Valley Prairie SNA,,,47.188,-96.3583,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 1994b from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:c17f8810-7478-4ff1-aa31-25c20cf08046,,,,4,,adult,,,,,7/8/1993,,1993,7,8,7/8/1993,,United States,Minnesota,Norman,,Twin Valley Prairie SNA,,,47.188,-96.3583,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:cbf15b01-37f3-4ea6-b924-d0b1ef6277ba,,,,2,,adult,,,,,7/10/1996,,1996,7,10,7/10/1996,,United States,North Dakota,Richland,,Sheyenne NG,,,46.1059,-96.9855,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:de645589-e02c-42bc-83c3-e671c0df238f,,,,1,,adult,,,,,7/8/1997,,1997,7,8,7/8/1997,,United States,North Dakota,Richland,,Sheyenne NG,,,46.1059,-96.9855,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 form USFWS via Andrew Horton, used in Federal Register 79:63672-741",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:15a5c039-566b-4005-bd80-e0256c62a70a,,,,3,,adult,,,Wandering Transect,,7/3/2001,,2001,7,3,7/3/2001,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:03130cea-b922-404c-8c7b-dd8eadd05ca8,,,,2,,adult,,,Wandering Transect,,7/10/2001,,2001,7,10,7/10/2001,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:76450544-b425-4eef-9462-809f46588341,,,,12,,adult,,,Wandering Transect,,7/2/2005,,2005,7,2,7/2/2005,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 form USFWS via Andrew Horton, used in Federal Register 79:63672-742",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:5a614edf-804b-4832-baea-65538e32d87d,,per Swengel's notes - data obtained from Mike Reese's website www.wisconsinbutterflies.org,,4,,adult,,,Wandering Transect,,7/8/2005,,2005,7,8,7/8/2005,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:21955169-c950-4347-a71b-4f44e3a17387,,,,6,,adult,,,Wandering Transect,,6/30/2006,,2006,6,30,6/30/2006,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:6a6f4607-310b-40ec-9cf0-be781649d9e4,,per Swengel's notes - data obtained from Mike Reese's website www.wisconsinbutterflies.org,,12,,adult,,,Wandering Transect,,7/3/2006,,2006,7,3,7/3/2006,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 form USFWS via Andrew Horton, used in Federal Register 79:63672-743",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:449570a8-46d5-41b0-9300-720d3e954641,,per Swengel's notes - data obtained from Mike Reese's website www.wisconsinbutterflies.org,,10,,adult,,,Wandering Transect,,6/28/2007,,2007,6,28,6/28/2007,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:e4c7097b-9ba7-4d54-8875-cf39acabc3f2,,,,26,,adult,,,Wandering Transect,,6/30/2007,,2007,6,30,6/30/2007,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:b9563e66-7c2f-4396-80b6-abc50ba5313d,,,,6,,adult,,,Wandering Transect,,7/1/2008,,2008,7,1,7/1/2008,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 form USFWS via Andrew Horton, used in Federal Register 79:63672-744",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:b584762a-d250-4070-8ce2-f584e9687067,,,,22,,adult,,,Wandering Transect,,7/6/2008,,2008,7,6,7/6/2008,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:79552ffd-192a-4139-b3f1-bda7e016b697,,per Swengel's notes - data obtained from Mike Reese's website www.wisconsinbutterflies.org,,8,,adult,,,Wandering Transect,,7/14/2008,,2008,7,14,7/14/2008,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:4e7beec0-4902-4332-9d74-5f29b5a4444e,,per Swengel's notes - data obtained from Mike Reese's website www.wisconsinbutterflies.org,,6,,adult,,,Wandering Transect,,7/4/2009,,2009,7,4,7/4/2009,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 form USFWS via Andrew Horton, used in Federal Register 79:63672-745",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:f6d5abd3-e316-4b98-b51b-b7fd39e7222d,,,,16,,adult,,,Wandering Transect,,7/5/2009,,2009,7,5,7/5/2009,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:5d0fa13d-23d9-43ab-b016-4b8ee5c3037a,,per Swengel's notes - data obtained from Mike Reese's website www.wisconsinbutterflies.org,,3,,adult,,,Wandering Transect,,7/11/2009,,2009,7,11,7/11/2009,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:e0b8118a-a4e0-46ed-89b2-211a013145c0,,,,10,,adult,,,Wandering Transect,,6/22/2010,,2010,6,22,6/22/2010,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 form USFWS via Andrew Horton, used in Federal Register 79:63672-746",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:9f92fa63-9407-4060-a358-55831c362c79,,,,16,,adult,,,Wandering Transect,,6/29/2010,,2010,6,29,6/29/2010,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:1772b5dc-6b2c-4a67-83b8-19859eac3819,,,,17,,adult,,,Wandering Transect,,7/4/2011,,2011,7,4,7/4/2011,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:6014e59d-147a-436f-a72b-7b4b6381ec88,,per Swengel's notes - data obtained from Mike Reese's website www.wisconsinbutterflies.org,,1,,adult,,,Wandering Transect,,7/4/2011,,2011,7,4,7/4/2011,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 form USFWS via Andrew Horton, used in Federal Register 79:63672-747",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:852084aa-fb37-4892-8ad3-a650768f78eb,,,,3,,adult,,,Wandering Transect,,6/20/2012,,2012,6,20,6/20/2012,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,location redacted by agency,urn:uuid:ffb9810e-6396-4fa7-abc2-24763dc69a30,,,,3,,adult,,,Wandering Transect,,6/25/2012,,2012,6,25,6/25/2012,,United States,Wisconsin,Green Lake,,,,,,,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:609338f7-fbcb-4410-a391-1eed1aec5eca,,,,1,,adult,,,,,7/1/1989,,1989,7,1,7/1/1989,,United States,Iowa,Howard,,Crossman Prairie,,,43.4083,-92.4752,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 form USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:4ebb30c7-768b-4044-ba48-621fb3d9ad72,,,,1,,adult,,,,,7/10/1997,,1997,7,10,7/10/1997,,United States,Minnesota,Clay,,Bicentennial Prairie,,,47.0519,-96.4225,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:6419dd7c-e115-4ec5-a401-0af63c3884db,,,,4,,adult,,,,,6/29/1994,,1994,6,29,6/29/1994,,United States,Minnesota,Murray,,Lundblad Prairie,,,43.9309,-95.72,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2012 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:8a6199e1-877e-462d-9181-8ac67de8bda5,,,,1,,adult,,,,,7/5/1993,,1993,7,5,7/5/1993,,United States,Minnesota,Becker,,Zimmerman Pr.,,,47.1102,-96.1453,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2013 from USFWS via Andrew Horton, used in Federal Register 79:63672-748",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:322bf617-7d74-478c-94bf-59ff31da0ce3,,,D. Schlicht|F. Olsen,,,adult,,,,,7/5/2005,,2005,7,5,7/5/2005,,United States,Iowa,Cerro Gordo,,Hoffman Prairie,,,43.1349,-93.4555,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2013 from USFWS via Andrew Horton, used in Federal Register 79:63672-749",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:3f6065d9-8c9c-405d-afe1-a55cadf78a82,,,F. Olsen,2,,adult,,,,,6/19/2007,,2007,6,19,6/19/2007,,United States,Iowa,Cerro Gordo,,Hoffman Prairie,,,43.1349,-93.4555,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2013 from USFWS via Andrew Horton, used in Federal Register 79:63672-750",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:01ebf7d1-495e-4e67-bac0-61a28218e542,,,F. Olsen,,,adult,,,,,7/5/2007,,2007,7,5,7/5/2007,,United States,Iowa,Cerro Gordo,,Hoffman Prairie,,,43.1349,-93.4555,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2013 from USFWS via Andrew Horton, used in Federal Register 79:63672-751",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:14c40bdb-2314-4651-926f-95d03295b08a,,,J. Nekola,,,adult,,,,,7/4/1986,,1986,7,4,7/4/1986,,United States,Iowa,Cerro Gordo,,Hoffman Prairie,,,43.1349,-93.4555,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2013 from USFWS via Andrew Horton, used in Federal Register 79:63672-752",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:e7df3ee0-4a34-4bec-9b95-f63df078ce20,,,J. Nekola,,,adult,,,,,7/11/1986,,1986,7,11,7/11/1986,,United States,Iowa,Cerro Gordo,,Hoffman Prairie,,,43.1349,-93.4555,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2013 from USFWS via Andrew Horton, used in Federal Register 79:63672-753",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:94d64f16-2785-4e27-9b60-4962c3cdd43d,,,G. Selby,,,adult,,,,,6/23/2005,,2005,6,23,6/23/2005,,United States,Iowa,Cerro Gordo,,Hoffman Prairie,,,43.1349,-93.4555,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2013 from USFWS via Andrew Horton, used in Federal Register 79:63672-754",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:d3b25a79-1763-4f9e-a3ce-f8be44a14a69,,,G. Selby,4,,adult,,,,,6/19/2008,,2008,6,19,6/19/2008,,United States,Iowa,Cerro Gordo,,Hoffman Prairie,,,43.1349,-93.4555,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2013 from USFWS via Andrew Horton, used in Federal Register 79:63672-755",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:2191a0b3-c1c7-478f-bbb1-c178803f27ec,,,K. Larsen,,,adult,,,,,7/2/1995,,1995,7,2,7/2/1995,,United States,Iowa,Cerro Gordo,,Hoffman Prairie,,,43.1349,-93.4555,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2013 from USFWS via Andrew Horton, used in Federal Register 79:63672-756",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:1c6bac1e-c550-4e5e-9d72-402a3072b7b9,,,M. Saunders,1,,adult,,,,,7/12/1993,,1993,7,12,7/12/1993,,United States,Iowa,Cerro Gordo,,Hoffman Prairie,,,43.1349,-93.4555,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2013 from USFWS via Andrew Horton, used in Federal Register 79:63672-757",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:efd405dc-0826-4e09-a319-0c902fda51f4,,,R. Howe,,,adult,,,,,8/7/1984,,1984,8,7,8/7/1984,,United States,Iowa,Cerro Gordo,,Hoffman Prairie,,,43.1349,-93.4555,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
,http://creativecommons.org/licenses/by-nc/4.0/,USFWS,Belitz et al. 2018. Aggregated occurrence records of the federally Endgangered Poweshiek skipperling (Oarisma poweshiek),"Swengel, 2013 from USFWS via Andrew Horton, used in Federal Register 79:63672-758",USFWS,USFWS,USFWS,HumanObservation,,urn:uuid:d84e166a-d382-4ec5-82bf-99f9cef3ab8d,,,P.J. Conway|Seaborg,,,adult,,,,,7/5/1976,,1976,7,5,7/5/1976,,United States,Iowa,Howard,,Hayden Prairie,,,43.439,-92.3809,WGS84,,,,,,,,Oarisma poweshiek,Oarisma,poweshiek,"(Parker, 1870)"
